engineName,submissionDate,powerOutput,pressure,velocity,acceleration,weight
engine_5100,2024-09-02 10:20:16.881350,209,34,293,108,69
engine_5101,2024-08-31 10:20:16.881350,26,198,294,243,272
engine_5102,2024-08-09 10:20:16.881350,239,64,216,163,145
engine_5103,2024-08-09 10:20:16.881350,65,156,151,44,168
engine_5104,2024-08-01 10:20:16.881350,19,206,246,136,131
engine_5105,2024-10-13 10:20:16.881350,260,75,31,6,129
engine_5106,2024-10-18 10:20:16.881350,181,214,169,54,243
engine_5107,2024-08-19 10:20:16.881350,234,281,194,27,252
engine_5108,2024-08-16 10:20:16.881350,226,119,142,79,88
engine_5109,2024-10-09 10:20:16.881350,234,28,280,283,255
engine_5110,2024-10-06 10:20:16.881350,263,196,164,95,83
engine_5111,2024-09-03 10:20:16.881350,181,139,122,49,111
engine_5112,2024-08-07 10:20:16.881350,94,280,34,84,194
engine_5113,2024-10-28 10:20:16.881350,20,83,24,248,162
engine_5114,2024-08-20 10:20:16.881350,232,71,9,88,50
engine_5115,2024-10-15 10:20:16.881350,10,11,158,63,113
engine_5116,2024-09-28 10:20:16.881350,1,276,28,146,124
engine_5117,2024-11-02 10:20:16.881350,80,163,191,245,79
engine_5118,2024-08-04 10:20:16.881350,294,237,268,144,52
engine_5119,2024-08-28 10:20:16.881350,17,21,188,98,25
engine_5120,2024-09-19 10:20:16.881350,160,216,10,123,23
engine_5121,2024-08-06 10:20:16.881350,293,141,99,297,71
engine_5122,2024-09-10 10:20:16.881350,44,95,84,31,175
engine_5123,2024-10-14 10:20:16.881350,195,187,243,156,248
engine_5124,2024-10-16 10:20:16.881350,216,74,7,92,73
engine_5125,2024-09-27 10:20:16.881350,201,34,226,82,34
engine_5126,2024-09-03 10:20:16.881350,29,89,100,105,89
engine_5127,2024-10-30 10:20:16.881350,240,77,122,171,95
engine_5128,2024-08-19 10:20:16.881350,80,27,231,188,12
engine_5129,2024-09-24 10:20:16.881350,240,23,109,282,298
engine_5130,2024-10-04 10:20:16.881350,212,204,101,21,30
engine_5131,2024-08-21 10:20:16.881350,51,247,104,274,114
engine_5132,2024-09-28 10:20:16.881350,299,35,127,145,274
engine_5133,2024-07-31 10:20:16.881350,221,14,264,259,236
engine_5134,2024-09-21 10:20:16.881350,299,283,148,91,147
engine_5135,2024-10-20 10:20:16.881350,92,252,254,69,174
engine_5136,2024-10-04 10:20:16.881350,280,68,254,20,83
engine_5137,2024-07-28 10:20:16.881350,11,283,10,248,260
engine_5138,2024-09-28 10:20:16.881350,207,299,22,88,299
engine_5139,2024-08-10 10:20:16.881350,269,288,247,38,13
engine_5140,2024-08-08 10:20:16.881350,173,189,157,143,283
engine_5141,2024-10-24 10:20:16.881350,27,175,244,180,299
engine_5142,2024-08-12 10:20:16.881350,124,157,170,139,151
engine_5143,2024-10-14 10:20:16.881350,102,9,164,202,41
engine_5144,2024-10-20 10:20:16.881350,79,43,245,83,67
engine_5145,2024-08-18 10:20:16.881350,277,290,112,180,106
engine_5146,2024-10-21 10:20:16.881350,236,269,57,183,294
engine_5147,2024-07-31 10:20:16.881350,144,139,20,111,3
engine_5148,2024-08-05 10:20:16.881350,211,19,261,297,30
engine_5149,2024-09-15 10:20:16.881350,6,70,280,236,158
engine_5150,2024-09-04 10:20:16.881350,13,299,237,94,282
engine_5151,2024-07-26 10:20:16.881350,238,42,198,256,179
engine_5152,2024-10-23 10:20:16.881350,193,193,235,138,289
engine_5153,2024-10-21 10:20:16.881350,92,186,18,137,268
engine_5154,2024-09-05 10:20:16.881350,168,269,270,263,246
engine_5155,2024-09-18 10:20:16.881350,127,103,244,146,267
engine_5156,2024-10-27 10:20:16.881350,101,168,66,204,27
engine_5157,2024-08-24 10:20:16.881350,25,291,31,249,24
engine_5158,2024-08-20 10:20:16.881350,101,79,298,133,283
engine_5159,2024-09-27 10:20:16.881350,33,270,31,186,259
engine_5160,2024-08-24 10:20:16.881350,97,146,264,183,214
engine_5161,2024-08-05 10:20:16.881350,95,202,268,203,194
engine_5162,2024-09-29 10:20:16.881350,293,254,239,48,100
engine_5163,2024-08-23 10:20:16.881350,294,88,59,72,97
engine_5164,2024-11-01 10:20:16.881350,51,200,30,202,271
engine_5165,2024-10-28 10:20:16.881350,298,235,8,169,230
engine_5166,2024-09-30 10:20:16.881350,270,282,2,2,263
engine_5167,2024-10-06 10:20:16.881350,210,246,42,289,168
engine_5168,2024-10-09 10:20:16.881350,171,54,207,193,189
engine_5169,2024-09-28 10:20:16.881350,28,158,76,79,194
engine_5170,2024-08-22 10:20:16.881350,267,45,37,214,294
engine_5171,2024-10-12 10:20:16.881350,72,143,40,235,257
engine_5172,2024-08-07 10:20:16.881350,294,214,252,291,100
engine_5173,2024-10-13 10:20:16.881350,79,170,190,206,227
engine_5174,2024-07-27 10:20:16.881350,59,259,105,225,286
engine_5175,2024-09-18 10:20:16.881350,73,141,54,169,4
engine_5176,2024-08-04 10:20:16.881350,91,279,19,118,86
engine_5177,2024-09-16 10:20:16.881350,24,22,66,69,146
engine_5178,2024-08-30 10:20:16.881350,95,12,251,213,57
engine_5179,2024-08-06 10:20:16.881350,278,129,17,235,216
engine_5180,2024-08-13 10:20:16.881350,46,253,212,190,192
engine_5181,2024-10-07 10:20:16.881350,212,87,205,141,81
engine_5182,2024-08-07 10:20:16.881350,20,272,241,33,230
engine_5183,2024-08-19 10:20:16.881350,243,174,134,61,101
engine_5184,2024-10-02 10:20:16.881350,90,159,159,207,276
engine_5185,2024-09-04 10:20:16.881350,102,179,162,11,210
engine_5186,2024-11-01 10:20:16.881350,295,51,72,21,165
engine_5187,2024-08-11 10:20:16.881350,93,141,187,189,42
engine_5188,2024-10-22 10:20:16.881350,140,283,117,147,27
engine_5189,2024-09-26 10:20:16.881350,98,82,113,45,86
engine_5190,2024-08-06 10:20:16.881350,261,158,65,45,21
engine_5191,2024-09-27 10:20:16.881350,171,264,122,285,237
engine_5192,2024-10-02 10:20:16.881350,104,260,281,70,112
engine_5193,2024-09-09 10:20:16.881350,36,189,124,76,237
engine_5194,2024-10-13 10:20:16.881350,194,131,156,234,227
engine_5195,2024-09-14 10:20:16.881350,249,268,63,250,37
engine_5196,2024-10-07 10:20:16.881350,290,183,272,151,178
engine_5197,2024-10-13 10:20:16.881350,140,57,56,90,106
engine_5198,2024-08-31 10:20:16.881350,190,191,20,295,299
engine_5199,2024-08-26 10:20:16.881350,15,121,281,143,154
engine_5200,2024-08-06 10:20:16.881350,166,177,140,182,86
engine_5201,2024-10-14 10:20:16.881350,78,219,65,226,56
engine_5202,2024-08-07 10:20:16.881350,254,255,258,205,85
engine_5203,2024-10-16 10:20:16.881350,208,52,238,262,180
engine_5204,2024-10-04 10:20:16.881350,142,237,273,133,153
engine_5205,2024-10-12 10:20:16.881350,189,160,231,293,147
engine_5206,2024-08-10 10:20:16.881350,162,96,90,180,92
engine_5207,2024-08-31 10:20:16.881350,85,222,86,264,241
engine_5208,2024-09-08 10:20:16.881350,220,275,91,2,292
engine_5209,2024-07-26 10:20:16.881350,33,15,162,1,86
engine_5210,2024-10-15 10:20:16.881350,195,209,73,153,73
engine_5211,2024-09-04 10:20:16.881350,9,271,151,127,182
engine_5212,2024-09-14 10:20:16.881350,119,184,16,147,30
engine_5213,2024-10-22 10:20:16.881350,118,9,158,141,299
engine_5214,2024-11-02 10:20:16.881350,39,254,208,288,119
engine_5215,2024-10-28 10:20:16.881350,56,15,126,58,266
engine_5216,2024-08-02 10:20:16.881350,90,113,106,91,34
engine_5217,2024-10-01 10:20:16.881350,46,34,153,28,88
engine_5218,2024-09-04 10:20:16.881350,155,7,156,197,77
engine_5219,2024-07-26 10:20:16.881350,281,288,144,172,38
engine_5220,2024-08-28 10:20:16.881350,192,28,119,79,25
engine_5221,2024-08-18 10:20:16.881350,228,278,183,191,136
engine_5222,2024-07-31 10:20:16.881350,13,132,162,170,184
engine_5223,2024-10-22 10:20:16.881350,9,201,91,11,158
engine_5224,2024-10-11 10:20:16.881350,46,108,225,78,298
engine_5225,2024-08-06 10:20:16.881350,264,230,228,198,103
engine_5226,2024-09-03 10:20:16.881350,278,236,168,12,116
engine_5227,2024-09-17 10:20:16.881350,274,241,181,48,45
engine_5228,2024-08-17 10:20:16.881350,67,285,265,19,170
engine_5229,2024-09-01 10:20:16.881350,263,128,111,209,287
engine_5230,2024-07-29 10:20:16.881350,177,153,34,200,237
engine_5231,2024-09-06 10:20:16.881350,34,249,274,142,45
engine_5232,2024-09-18 10:20:16.881350,144,154,243,42,236
engine_5233,2024-09-13 10:20:16.881350,140,84,63,49,42
engine_5234,2024-09-28 10:20:16.881350,194,155,56,41,68
engine_5235,2024-09-12 10:20:16.881350,80,175,299,5,200
engine_5236,2024-08-08 10:20:16.881350,82,128,123,227,179
engine_5237,2024-09-14 10:20:16.881350,7,143,127,10,95
engine_5238,2024-10-27 10:20:16.881350,52,164,9,153,133
engine_5239,2024-09-25 10:20:16.881350,146,256,279,287,257
engine_5240,2024-09-04 10:20:16.881350,26,189,63,136,100
engine_5241,2024-09-01 10:20:16.881350,196,115,108,100,10
engine_5242,2024-08-30 10:20:16.881350,77,212,296,133,101
engine_5243,2024-07-27 10:20:16.881350,278,54,22,118,99
engine_5244,2024-10-01 10:20:16.881350,178,49,236,285,225
engine_5245,2024-10-15 10:20:16.881350,138,98,107,212,116
engine_5246,2024-10-13 10:20:16.881350,260,208,53,171,26
engine_5247,2024-10-27 10:20:16.881350,177,123,53,207,45
engine_5248,2024-07-27 10:20:16.881350,216,261,107,254,268
engine_5249,2024-08-29 10:20:16.881350,102,164,203,271,179
engine_5250,2024-08-15 10:20:16.881350,127,104,86,218,267
engine_5251,2024-09-10 10:20:16.881350,9,77,296,150,232
engine_5252,2024-07-29 10:20:16.881350,88,203,164,25,296
engine_5253,2024-08-22 10:20:16.881350,62,52,252,153,214
engine_5254,2024-09-28 10:20:16.881350,115,77,19,205,28
engine_5255,2024-08-07 10:20:16.881350,4,287,92,92,115
engine_5256,2024-09-26 10:20:16.881350,249,181,245,287,86
engine_5257,2024-08-03 10:20:16.881350,210,236,75,100,133
engine_5258,2024-08-10 10:20:16.881350,22,297,9,57,181
engine_5259,2024-08-28 10:20:16.881350,176,276,63,215,265
engine_5260,2024-09-07 10:20:16.881350,133,43,112,176,52
engine_5261,2024-10-01 10:20:16.881350,266,205,261,258,289
engine_5262,2024-09-01 10:20:16.881350,129,275,53,232,176
engine_5263,2024-10-23 10:20:16.881350,244,16,129,4,81
engine_5264,2024-08-15 10:20:16.881350,141,156,213,276,194
engine_5265,2024-10-03 10:20:16.881350,255,233,167,191,203
engine_5266,2024-10-21 10:20:16.881350,210,65,54,20,114
engine_5267,2024-08-17 10:20:16.881350,49,272,262,10,155
engine_5268,2024-09-12 10:20:16.881350,35,231,291,67,124
engine_5269,2024-09-05 10:20:16.881350,257,177,122,220,30
engine_5270,2024-09-30 10:20:16.881350,89,117,117,113,252
engine_5271,2024-09-11 10:20:16.881350,74,297,89,47,291
engine_5272,2024-09-13 10:20:16.881350,119,62,206,210,227
engine_5273,2024-08-14 10:20:16.881350,71,255,22,216,19
engine_5274,2024-08-23 10:20:16.881350,293,6,162,20,29
engine_5275,2024-09-18 10:20:16.881350,108,260,155,85,219
engine_5276,2024-07-30 10:20:16.881350,15,106,72,231,109
engine_5277,2024-10-26 10:20:16.881350,211,122,154,261,257
engine_5278,2024-10-25 10:20:16.881350,198,172,295,243,258
engine_5279,2024-09-30 10:20:16.881350,17,212,76,42,213
engine_5280,2024-09-01 10:20:16.881350,62,236,249,11,176
engine_5281,2024-08-27 10:20:16.881350,68,1,147,295,158
engine_5282,2024-09-26 10:20:16.881350,226,143,27,62,81
engine_5283,2024-08-19 10:20:16.881350,132,252,62,12,25
engine_5284,2024-10-04 10:20:16.881350,199,234,178,213,263
engine_5285,2024-08-08 10:20:16.881350,189,203,199,138,113
engine_5286,2024-10-27 10:20:16.881350,280,50,270,256,64
engine_5287,2024-07-28 10:20:16.881350,149,237,257,194,254
engine_5288,2024-09-13 10:20:16.881350,212,248,273,216,227
engine_5289,2024-10-21 10:20:16.881350,67,60,234,25,182
engine_5290,2024-08-04 10:20:16.881350,51,143,196,74,275
engine_5291,2024-09-21 10:20:16.881350,241,145,50,42,117
engine_5292,2024-09-21 10:20:16.881350,225,259,129,269,88
engine_5293,2024-10-19 10:20:16.881350,221,133,293,131,246
engine_5294,2024-09-11 10:20:16.881350,199,6,70,275,96
engine_5295,2024-08-15 10:20:16.881350,248,44,38,193,106
engine_5296,2024-09-13 10:20:16.881350,2,124,27,223,282
engine_5297,2024-08-13 10:20:16.881350,242,73,76,189,27
engine_5298,2024-07-28 10:20:16.881350,121,280,100,17,221
engine_5299,2024-08-25 10:20:16.881350,127,3,283,135,166
engine_5300,2024-09-27 10:20:16.881350,199,258,259,274,174
engine_5301,2024-09-06 10:20:16.881350,269,10,243,91,114
engine_5302,2024-08-08 10:20:16.881350,222,227,106,173,280
engine_5303,2024-09-09 10:20:16.881350,259,285,2,196,94
engine_5304,2024-10-02 10:20:16.881350,129,170,292,265,200
engine_5305,2024-10-18 10:20:16.881350,213,144,171,32,94
engine_5306,2024-08-25 10:20:16.881350,164,52,213,82,47
engine_5307,2024-08-07 10:20:16.881350,204,89,49,238,268
engine_5308,2024-10-23 10:20:16.881350,286,18,46,171,230
engine_5309,2024-09-08 10:20:16.881350,187,105,7,128,209
engine_5310,2024-08-03 10:20:16.881350,151,41,53,160,31
engine_5311,2024-10-13 10:20:16.881350,24,127,50,299,270
engine_5312,2024-10-20 10:20:16.881350,105,121,57,262,233
engine_5313,2024-08-18 10:20:16.881350,69,59,204,294,140
engine_5314,2024-08-06 10:20:16.881350,104,263,163,251,65
engine_5315,2024-08-26 10:20:16.881350,97,282,15,288,107
engine_5316,2024-07-28 10:20:16.881350,28,209,211,104,26
engine_5317,2024-09-10 10:20:16.881350,22,39,19,202,214
engine_5318,2024-09-26 10:20:16.881350,240,294,48,232,207
engine_5319,2024-10-09 10:20:16.881350,53,284,15,94,277
engine_5320,2024-07-28 10:20:16.881350,106,46,113,156,65
engine_5321,2024-10-22 10:20:16.881350,11,19,41,153,111
engine_5322,2024-08-07 10:20:16.881350,206,18,188,147,149
engine_5323,2024-07-31 10:20:16.881350,256,289,124,65,15
engine_5324,2024-07-26 10:20:16.881350,180,219,197,284,206
engine_5325,2024-09-24 10:20:16.881350,182,167,116,269,59
engine_5326,2024-10-06 10:20:16.881350,55,8,220,54,159
engine_5327,2024-07-27 10:20:16.881350,276,242,18,42,121
engine_5328,2024-08-08 10:20:16.881350,29,52,107,33,164
engine_5329,2024-10-12 10:20:16.881350,37,160,227,17,81
engine_5330,2024-09-12 10:20:16.881350,51,218,106,170,199
engine_5331,2024-10-30 10:20:16.881350,44,66,41,210,11
engine_5332,2024-09-07 10:20:16.881350,252,43,282,193,39
engine_5333,2024-07-31 10:20:16.881350,264,166,256,100,13
engine_5334,2024-10-27 10:20:16.881350,285,34,41,1,200
engine_5335,2024-07-27 10:20:16.881350,100,179,26,62,147
engine_5336,2024-08-20 10:20:16.881350,250,23,5,136,54
engine_5337,2024-09-08 10:20:16.881350,231,252,170,67,152
engine_5338,2024-10-29 10:20:16.881350,36,189,138,46,50
engine_5339,2024-10-05 10:20:16.881350,227,274,299,103,194
engine_5340,2024-10-17 10:20:16.881350,36,166,78,66,113
engine_5341,2024-08-06 10:20:16.881350,58,65,109,272,157
engine_5342,2024-08-27 10:20:16.881350,130,115,23,219,179
engine_5343,2024-09-16 10:20:16.881350,158,207,15,197,199
engine_5344,2024-10-17 10:20:16.881350,153,208,146,232,197
engine_5345,2024-09-24 10:20:16.881350,192,19,35,7,242
engine_5346,2024-08-03 10:20:16.881350,142,27,77,214,298
engine_5347,2024-08-23 10:20:16.881350,234,2,15,102,45
engine_5348,2024-07-26 10:20:16.881350,207,17,195,273,124
engine_5349,2024-08-17 10:20:16.881350,154,283,154,70,100
engine_5350,2024-08-25 10:20:16.881350,237,96,272,234,122
engine_5351,2024-10-04 10:20:16.881350,159,238,85,227,152
engine_5352,2024-07-26 10:20:16.881350,232,156,142,122,175
engine_5353,2024-09-17 10:20:16.881350,194,106,27,178,92
engine_5354,2024-10-31 10:20:16.881350,170,42,297,70,34
engine_5355,2024-08-08 10:20:16.881350,83,283,190,277,210
engine_5356,2024-09-02 10:20:16.881350,270,114,98,218,262
engine_5357,2024-10-15 10:20:16.881350,28,120,82,165,289
engine_5358,2024-08-19 10:20:16.881350,92,68,270,103,168
engine_5359,2024-08-16 10:20:16.881350,154,25,101,292,249
engine_5360,2024-09-13 10:20:16.881350,186,278,46,6,187
engine_5361,2024-08-26 10:20:16.881350,260,149,191,172,228
engine_5362,2024-08-23 10:20:16.881350,79,180,59,246,162
engine_5363,2024-09-12 10:20:16.881350,97,176,106,186,289
engine_5364,2024-09-11 10:20:16.881350,213,94,47,39,200
engine_5365,2024-08-06 10:20:16.881350,112,27,230,32,36
engine_5366,2024-08-13 10:20:16.881350,231,202,172,19,259
engine_5367,2024-08-07 10:20:16.881350,248,249,64,243,32
engine_5368,2024-08-28 10:20:16.881350,6,155,165,56,169
engine_5369,2024-10-02 10:20:16.881350,109,93,152,50,64
engine_5370,2024-09-04 10:20:16.881350,34,275,148,162,54
engine_5371,2024-09-23 10:20:16.881350,284,59,84,136,190
engine_5372,2024-08-03 10:20:16.881350,298,77,241,220,6
engine_5373,2024-10-08 10:20:16.881350,297,201,215,239,252
engine_5374,2024-09-22 10:20:16.881350,147,180,69,62,246
engine_5375,2024-09-17 10:20:16.881350,11,122,139,64,82
engine_5376,2024-09-30 10:20:16.881350,18,184,97,217,248
engine_5377,2024-10-17 10:20:16.881350,118,175,82,34,259
engine_5378,2024-08-29 10:20:16.881350,35,164,240,131,266
engine_5379,2024-09-02 10:20:16.881350,252,167,46,245,123
engine_5380,2024-10-28 10:20:16.881350,99,238,73,248,256
engine_5381,2024-10-23 10:20:16.881350,63,201,87,101,30
engine_5382,2024-10-12 10:20:16.881350,244,180,270,292,258
engine_5383,2024-08-31 10:20:16.881350,285,107,296,143,205
engine_5384,2024-10-06 10:20:16.881350,218,279,204,81,43
engine_5385,2024-07-26 10:20:16.881350,164,195,222,43,35
engine_5386,2024-08-21 10:20:16.881350,23,189,158,16,278
engine_5387,2024-08-02 10:20:16.881350,84,157,266,238,226
engine_5388,2024-09-29 10:20:16.881350,30,245,65,41,264
engine_5389,2024-08-20 10:20:16.881350,27,187,124,67,242
engine_5390,2024-10-16 10:20:16.881350,1,114,156,184,241
engine_5391,2024-08-29 10:20:16.881350,6,138,129,255,29
engine_5392,2024-08-15 10:20:16.881350,49,260,282,197,6
engine_5393,2024-10-10 10:20:16.881350,272,210,242,60,72
engine_5394,2024-09-04 10:20:16.881350,109,74,107,111,263
engine_5395,2024-11-02 10:20:16.881350,169,171,40,1,11
engine_5396,2024-08-04 10:20:16.881350,49,158,53,40,146
engine_5397,2024-10-27 10:20:16.881350,144,102,109,41,155
engine_5398,2024-07-30 10:20:16.881350,185,27,170,245,231
engine_5399,2024-08-21 10:20:16.881350,32,262,276,28,109
engine_5400,2024-09-05 10:20:16.881350,88,292,127,68,147
engine_5401,2024-08-23 10:20:16.881350,104,266,193,125,239
engine_5402,2024-08-12 10:20:16.881350,194,84,108,80,111
engine_5403,2024-08-07 10:20:16.881350,78,100,73,167,276
engine_5404,2024-07-28 10:20:16.881350,39,258,258,106,59
engine_5405,2024-10-25 10:20:16.881350,149,149,263,13,277
engine_5406,2024-09-17 10:20:16.881350,138,201,151,240,33
engine_5407,2024-09-27 10:20:16.881350,7,267,202,267,84
engine_5408,2024-10-23 10:20:16.881350,52,286,126,160,66
engine_5409,2024-09-25 10:20:16.881350,184,84,199,246,84
engine_5410,2024-09-04 10:20:16.881350,261,97,132,25,247
engine_5411,2024-08-28 10:20:16.881350,168,126,246,147,58
engine_5412,2024-08-04 10:20:16.881350,15,127,294,30,261
engine_5413,2024-07-29 10:20:16.881350,215,136,189,198,208
engine_5414,2024-10-14 10:20:16.881350,41,91,253,256,151
engine_5415,2024-09-15 10:20:16.881350,206,169,22,263,60
engine_5416,2024-10-19 10:20:16.881350,60,280,165,166,60
engine_5417,2024-08-07 10:20:16.881350,242,73,65,8,145
engine_5418,2024-09-24 10:20:16.881350,212,218,21,235,165
engine_5419,2024-09-05 10:20:16.881350,112,66,147,12,172
engine_5420,2024-10-21 10:20:16.881350,128,119,253,261,126
engine_5421,2024-07-26 10:20:16.881350,235,274,217,199,67
engine_5422,2024-08-19 10:20:16.881350,171,157,282,5,59
engine_5423,2024-10-18 10:20:16.881350,175,177,108,131,155
engine_5424,2024-08-06 10:20:16.881350,201,185,188,299,279
engine_5425,2024-08-03 10:20:16.881350,186,272,181,209,275
engine_5426,2024-10-08 10:20:16.881350,234,54,297,127,289
engine_5427,2024-09-21 10:20:16.881350,53,87,256,177,68
engine_5428,2024-10-28 10:20:16.881350,246,80,87,1,135
engine_5429,2024-09-10 10:20:16.881350,13,18,114,66,226
engine_5430,2024-08-26 10:20:16.881350,198,278,264,118,229
engine_5431,2024-08-17 10:20:16.881350,99,189,14,284,252
engine_5432,2024-09-22 10:20:16.881350,145,212,83,293,92
engine_5433,2024-08-21 10:20:16.881350,180,123,239,103,269
engine_5434,2024-08-23 10:20:16.881350,122,215,193,150,80
engine_5435,2024-08-06 10:20:16.881350,87,272,203,205,153
engine_5436,2024-08-31 10:20:16.881350,266,108,110,107,129
engine_5437,2024-10-19 10:20:16.881350,274,18,11,53,83
engine_5438,2024-10-22 10:20:16.881350,295,131,147,126,157
engine_5439,2024-10-03 10:20:16.881350,143,12,57,208,287
engine_5440,2024-08-23 10:20:16.881350,289,16,143,125,64
engine_5441,2024-09-20 10:20:16.881350,170,143,142,142,266
engine_5442,2024-09-22 10:20:16.881350,196,142,94,140,175
engine_5443,2024-09-09 10:20:16.881350,19,57,170,47,187
engine_5444,2024-09-19 10:20:16.881350,135,115,233,134,43
engine_5445,2024-08-14 10:20:16.881350,97,44,173,16,113
engine_5446,2024-08-11 10:20:16.881350,250,48,109,14,286
engine_5447,2024-10-11 10:20:16.881350,289,258,293,219,233
engine_5448,2024-09-26 10:20:16.881350,153,143,204,297,127
engine_5449,2024-08-12 10:20:16.881350,255,55,17,176,197
engine_5450,2024-09-12 10:20:16.881350,298,69,221,237,88
engine_5451,2024-08-03 10:20:16.881350,189,46,95,61,70
engine_5452,2024-09-11 10:20:16.881350,57,27,270,19,169
engine_5453,2024-09-18 10:20:16.881350,110,52,68,98,200
engine_5454,2024-09-01 10:20:16.881350,236,238,44,7,46
engine_5455,2024-07-30 10:20:16.881350,239,241,251,184,296
engine_5456,2024-09-17 10:20:16.881350,193,238,49,287,285
engine_5457,2024-08-30 10:20:16.881350,123,299,104,212,76
engine_5458,2024-09-08 10:20:16.881350,53,45,143,266,151
engine_5459,2024-09-22 10:20:16.881350,113,92,152,121,111
engine_5460,2024-09-13 10:20:16.881350,82,10,13,116,265
engine_5461,2024-09-11 10:20:16.881350,21,219,166,229,1
engine_5462,2024-10-26 10:20:16.881350,215,133,230,290,91
engine_5463,2024-08-08 10:20:16.881350,295,271,179,39,120
engine_5464,2024-08-30 10:20:16.881350,125,58,299,40,121
engine_5465,2024-08-13 10:20:16.881350,113,157,58,191,110
engine_5466,2024-09-07 10:20:16.881350,57,267,224,1,137
engine_5467,2024-08-31 10:20:16.881350,66,197,274,135,146
engine_5468,2024-10-08 10:20:16.881350,265,80,38,51,70
engine_5469,2024-07-28 10:20:16.881350,286,66,192,93,257
engine_5470,2024-09-22 10:20:16.881350,83,267,267,154,207
engine_5471,2024-09-15 10:20:16.881350,220,134,276,262,172
engine_5472,2024-10-26 10:20:16.881350,101,158,207,33,280
engine_5473,2024-09-26 10:20:16.881350,21,66,31,144,180
engine_5474,2024-07-29 10:20:16.881350,10,218,36,222,85
engine_5475,2024-09-01 10:20:16.881350,216,145,281,266,67
engine_5476,2024-10-14 10:20:16.881350,233,104,39,104,241
engine_5477,2024-09-25 10:20:16.881350,124,34,173,18,105
engine_5478,2024-11-01 10:20:16.881350,208,19,250,196,75
engine_5479,2024-09-18 10:20:16.881350,67,128,263,144,148
engine_5480,2024-08-20 10:20:16.881350,138,91,299,148,206
engine_5481,2024-10-03 10:20:16.881350,235,71,244,163,96
engine_5482,2024-08-18 10:20:16.881350,147,125,156,115,256
engine_5483,2024-08-13 10:20:16.881350,185,279,56,244,56
engine_5484,2024-09-30 10:20:16.881350,117,290,97,101,187
engine_5485,2024-10-13 10:20:16.881350,51,70,243,141,46
engine_5486,2024-10-05 10:20:16.881350,242,22,239,204,221
engine_5487,2024-10-17 10:20:16.881350,164,184,42,167,222
engine_5488,2024-07-27 10:20:16.881350,213,98,245,51,80
engine_5489,2024-09-20 10:20:16.881350,121,114,287,28,220
engine_5490,2024-09-25 10:20:16.881350,28,90,33,64,185
engine_5491,2024-08-25 10:20:16.881350,163,85,76,233,174
engine_5492,2024-09-26 10:20:16.881350,192,94,156,188,47
engine_5493,2024-08-30 10:20:16.881350,299,240,31,122,55
engine_5494,2024-09-20 10:20:16.881350,38,278,163,18,174
engine_5495,2024-11-01 10:20:16.881350,244,97,133,23,6
engine_5496,2024-09-09 10:20:16.881350,144,89,135,144,209
engine_5497,2024-09-14 10:20:16.881350,160,290,85,122,86
engine_5498,2024-10-16 10:20:16.881350,234,196,216,24,60
engine_5499,2024-10-31 10:20:16.881350,8,92,119,46,65
engine_5500,2024-09-26 10:20:16.881350,92,161,293,290,120
engine_5501,2024-08-12 10:20:16.881350,201,72,72,165,224
engine_5502,2024-09-04 10:20:16.881350,79,38,34,81,133
engine_5503,2024-09-22 10:20:16.881350,116,286,204,105,220
engine_5504,2024-09-02 10:20:16.881350,87,169,256,37,290
engine_5505,2024-09-17 10:20:16.881350,220,249,119,267,295
engine_5506,2024-09-21 10:20:16.881350,135,45,227,13,253
engine_5507,2024-09-14 10:20:16.881350,205,4,248,68,220
engine_5508,2024-09-17 10:20:16.881350,209,83,212,211,233
engine_5509,2024-10-31 10:20:16.881350,122,165,174,186,25
engine_5510,2024-10-26 10:20:16.881350,189,232,73,205,96
engine_5511,2024-09-21 10:20:16.881350,235,87,253,233,64
engine_5512,2024-09-01 10:20:16.881350,257,243,293,84,250
engine_5513,2024-09-11 10:20:16.881350,20,158,112,117,281
engine_5514,2024-09-24 10:20:16.881350,45,5,257,254,94
engine_5515,2024-10-18 10:20:16.881350,103,210,26,279,290
engine_5516,2024-07-26 10:20:16.881350,112,180,70,220,85
engine_5517,2024-09-22 10:20:16.881350,38,251,277,189,115
engine_5518,2024-08-02 10:20:16.881350,261,252,154,1,198
engine_5519,2024-08-05 10:20:16.881350,199,275,34,32,281
engine_5520,2024-09-23 10:20:16.881350,220,251,208,256,201
engine_5521,2024-08-25 10:20:16.881350,71,177,203,42,103
engine_5522,2024-08-05 10:20:16.881350,193,41,35,205,224
engine_5523,2024-09-05 10:20:16.881350,158,262,73,66,45
engine_5524,2024-10-24 10:20:16.881350,213,97,205,84,286
engine_5525,2024-08-06 10:20:16.881350,38,224,92,187,188
engine_5526,2024-08-22 10:20:16.881350,52,107,36,10,101
engine_5527,2024-09-03 10:20:16.881350,2,279,67,4,90
engine_5528,2024-10-25 10:20:16.881350,42,110,192,249,254
engine_5529,2024-08-28 10:20:16.881350,257,156,240,5,134
engine_5530,2024-09-03 10:20:16.881350,285,104,108,115,12
engine_5531,2024-10-28 10:20:16.881350,122,269,252,194,174
engine_5532,2024-10-29 10:20:16.881350,160,48,67,238,240
engine_5533,2024-09-04 10:20:16.881350,47,286,42,196,63
engine_5534,2024-07-31 10:20:16.881350,91,242,184,138,269
engine_5535,2024-08-11 10:20:16.881350,141,279,191,74,194
